customerID,Churn
9555-SAHUZ,0
6060-DRTNL,0
1612-EOHDH,0
1679-JRFBR,0
9054-FOWNV,0
8792-AOROI,0
1564-HJUVY,0
4323-ELYYB,0
4636-QRJKY,0
1379-FRVEB,0
2550-AEVRU,0
6080-TCMYC,0
3384-CTMSF,0
3166-PNEOF,0
2929-ERCFZ,0
8019-ENHXU,0
4730-AWNAU,0
6692-YQHXC,0
7608-RGIRO,0
3969-JQABI,0
1577-HKTFG,0
2157-MXBJS,0
2003-CKLOR,0
2357-COQEK,0
1084-UQCHV,0
1779-PWPMG,0
4184-TJFAN,0
0956-SYCWG,0
9026-RNUJS,0
5600-KTXFM,0
4712-UYOOI,0
0248-PGHBZ,0
5915-DGNVC,0
3758-CKOQL,0
4393-RYCRE,0
1682-VCOIO,0
0963-ZBDRN,0
2886-KEFUM,0
8849-AYPTR,0
2519-TWKFS,0
4989-LIXVT,0
6723-WSNTY,0
5505-OVWQW,0
5934-RMPOV,0
0002-ORFBO,0
7470-DYNOE,0
6741-QRLUP,0
2582-FFFZR,0
8152-UOBNY,0
1571-SAVHK,0
3999-WRNGR,0
1663-MHLHE,0
2892-GESUL,0
1183-CANVH,0
2696-ECXKC,0
3727-OVPRY,0
7047-FWEYA,0
9943-VSZUV,0
2364-UFROM,0
3387-VATUS,0
1816-FLZDK,0
5260-UMPWX,0
4415-IJZTP,0
1431-AIDJQ,0
5846-NEQVZ,0
3865-YIOTT,0
5656-JAMLX,0
9480-BQJEI,0
3887-PBQAO,0
3807-XHCJH,0
0455-ENTCR,0
7349-ALMUX,0
0567-XRHCU,0
2603-HVKCG,0
5816-JMLGY,0
9274-CNFMO,0
8982-NHAVY,0
4884-ZTHVF,0
0531-ZZJWQ,0
0988-AADSA,0
8404-GFGCZ,0
2580-ASVVY,0
9821-POOTN,0
5202-IVJNU,0
8337-UPOAQ,0
7228-OMTPN,0
4737-AQCPU,0
6996-KNSML,0
7225-CBZPL,0
1644-IRKSF,0
4403-BWPAY,0
2018-QKYGT,0
2832-SCUCO,0
7479-NITWS,0
0562-HKHML,0
2516-VQRRV,0
0436-TWFFZ,0
2324-AALNO,0
5032-MIYKT,0
4611-ANLQC,0
1406-PUQVY,0
3194-ORPIK,0
1028-FFNJK,0
1705-GUHPV,0
6402-EJMWF,0
4955-VCWBI,0
9348-YVOMK,0
9531-NSBMR,0
9770-KXGQU,0
7463-IFMQU,0
2725-KXXWT,0
9741-YLNTD,0
9572-MTILT,0
7021-XSNYE,0
3192-NQECA,0
5975-BAICR,0
5539-TMZLF,0
6229-LSCKB,0
8993-PHFWD,0
8329-IBCTI,0
4060-LDNLU,0
0354-VXMJC,0
1809-DMJHQ,0
2068-WWXQZ,0
8219-VYBVI,0
4570-QHXHL,0
0565-JUPYD,0
0292-WEGCH,0
0906-QVPMS,0
3282-ZISZV,0
6855-VLGOS,0
4716-MRVEN,0
9844-FELAJ,0
8099-MZPUJ,0
7074-IEVOJ,0
9605-WGJVW,0
1839-UMACK,0
2824-DXNKN,0
1796-JANOW,0
8070-AAWZP,0
0228-MAUWC,0
7766-CLTIC,0
4419-UJMUS,0
7297-DVYGA,0
6595-YGXIT,0
8821-KVZKQ,0
9374-YOLBJ,0
8532-UEFWH,0
0280-XJGEX,0
8098-TDCBU,0
3005-NFMTA,0
4464-JCOLN,0
2439-LYPMQ,0
6997-UVGOX,0
3605-JISKB,0
8711-LOBKY,0
6994-ORCWG,0
6522-OIQSX,0
7029-IJEJK,0
4193-ORFCL,0
2382-BCKQJ,0
3137-LUPIX,0
1094-BKOSX,0
1902-XBTFB,0
0378-XSZPU,0
4959-JOSRX,0
2931-SVLTV,0
6972-SNKKW,0
7549-MYGPK,0
3678-MNGZX,0
4598-XLKNJ,0
5014-WUQMG,0
5468-BPMMO,0
7605-BDWDC,0
0742-NXBGR,0
0221-NAUXK,0
0388-EOPEX,0
2654-VBVPB,0
7113-HIPFI,0
8012-SOUDQ,0
3841-CONLJ,0
8390-FESFV,0
2545-EBUPK,0
6513-EECDB,0
5854-KSRBJ,0
4800-VHZKI,0
9619-GSATL,0
2830-LEWOA,0
6317-YPKDH,0
1271-UODNO,0
6116-RFVHN,0
4495-LHSSK,0
7480-QNVZJ,0
6569-KTMDU,0
9137-NOQKA,0
3312-ZWLGF,0
4860-YZGZM,0
8884-MRNSU,0
0067-DKWBL,0
8668-KNZTI,0
1635-FJFCC,0
6030-REHUX,0
4397-FRLTA,0
5688-KZTSN,0
9253-QXKBE,0
0742-LAFQK,0
6128-AQBMT,0
1449-XQEMT,0
0727-IWKVK,0
3538-WZPHD,0
7301-ABVAD,0
6705-LNMDD,0
4282-ACRXS,0
1053-MXTTK,0
3058-HJCUY,0
7996-BPXHY,0
8659-HDIYE,0
2959-MJHIC,0
4827-USJHP,0
8430-TWCBX,0
5334-JLAXU,0
6032-IGALN,0
4500-HKANN,0
4598-ZADCK,0
8755-OGKNA,0
1678-FYZOW,0
3966-HRMZA,0
0607-MVMGC,0
9028-LIHRP,0
6437-UKHMV,0
1582-RAFML,0
4897-QSUYC,0
3441-CGZJH,0
6982-UQZLY,0
7976-CICYS,0
5485-ITNPC,0
1323-OOEPC,0
9800-ONTFE,0
8980-WQFWL,0
4135-FRWKJ,0
6235-VDHOM,0
6527-PZFPV,0
5049-MUBWG,0
4572-DVCGN,0
2604-XVDAM,0
2371-JUNGC,0
1750-CSKKM,0
2323-ARSVR,0
6260-XLACS,0
1875-QIVME,0
7923-IYJWY,0
4682-BLBUC,0
8378-LKJAF,0
5578-NKCXI,0
7594-LZNWR,0
5481-NTDOH,0
5702-KVQRD,0
1474-JUWSM,0
9190-MFJLN,0
5144-PQCDZ,0
8634-MPHTR,0
2393-DIVAI,0
2293-IJWPS,0
4316-XCSLJ,0
2791-SFVEW,0
8402-OOOHJ,0
8215-NGSPE,0
4137-BTIKL,0
7351-KYHQH,0
8614-VGMMV,0
4619-EVPHY,0
5188-HGMLP,0
3219-JQRSL,0
2316-ESMLS,0
5177-RVZNU,0
4581-LNWUM,0
8100-PNJMH,0
2894-QOJRX,0
8007-YYPWD,0
7816-VGHTO,0
0657-DOGUM,0
8417-GSODA,0
6837-HAEVO,0
4671-LXRDQ,0
6614-YWYSC,0
4673-KKSLS,0
8728-SKJLR,0
0234-TEVTT,0
3258-ZKPAI,0
8313-NDOIA,0
2664-XJZNO,0
4683-WYDOU,0
0377-JBKKT,0
1813-JLKWR,0
6419-ZTTLE,0
3847-BAERP,0
2362-IBOOY,0
6506-EYCNH,0
4580-TMHJU,0
2189-UXTKY,0
4727-MCYZG,0
2474-LCNUE,0
3161-ONRWK,0
2967-MXRAV,0
7337-CINUD,0
9722-UJOJR,0
5206-XZZQI,0
9825-YCXWZ,0
7785-RDVIG,0
8984-HPEMB,0
7544-ZVIKX,0
1910-FMXJM,0
8606-OEGQZ,0
4342-HENTK,0
8229-MYEJZ,0
4182-BGSIQ,0
0644-OQMDK,0
5028-HTLJB,0
5712-AHQNN,0
4622-YNKIJ,0
6427-FEFIG,0
4686-UXDML,0
0851-DFJKB,0
1492-QGCLU,0
9659-QEQSY,0
0326-VDYXE,0
8148-NLEGT,0
1097-FSPVW,0
5795-BKOYE,0
4289-DTDKW,0
3410-YOQBQ,0
0374-FIUCA,0
7993-PYKOF,0
7803-XOCCZ,0
9135-HSWOC,0
4304-XUMGI,0
1921-KYSAY,0
8486-AYEQH,0
9420-LOJKX,0
1591-XWLGB,0
1450-GALXR,0
3704-IEAXF,0
7268-IGMFD,0
8033-ATFAS,0
1963-SVUCV,0
6834-NXDCA,0
0439-IFYUN,0
2789-CZANW,0
2432-TFSMK,0
8958-JPTRR,0
0212-ISBBF,0
9385-NXKDA,0
4425-OWHWB,0
7570-WELNY,0
8160-HOWOX,0
2888-ADFAO,0
1140-UKVZG,0
1087-UDSIH,0
4538-WNTMJ,0
2277-BKJKN,0
7169-YWAMK,0
2775-SEFEE,0
1932-UEDCX,0
6732-FZUGP,0
4695-WJZUE,0
7602-DBTOU,0
0733-VUNUW,0
6572-ADKRS,0
3797-VTIDR,0
3870-MQAMG,0
3716-UVSPD,0
7722-VJRQD,0
6339-RZCBJ,0
6591-QGOYB,0
8071-SBTRN,0
3913-RDSJZ,0
9339-FIIJL,0
9209-NWPGU,0
7395-XWZOY,0
7284-BUYEC,0
0761-AETCS,0
1925-LFCZZ,0
4652-NNHNY,0
2232-DMLXU,0
9332-GYWLO,0
8904-OPDCK,0
6258-PVZWJ,0
8679-LZBMD,0
0374-AACSZ,0
4512-ZUIYL,0
6231-WFGFH,0
6145-NNPNO,0
3677-IYRBF,0
0264-CNITK,0
1657-DYMBM,0
2974-GGUXS,0
3156-QLHBO,0
2995-UPRYS,0
1386-ZIKUV,0
6937-GCDGQ,0
4138-NAXED,0
7541-YLXCL,0
0463-TXOAK,0
5760-FXFVO,0
7427-AUFPY,0
2023-VQFDL,0
0487-VVUVK,0
6711-VTNRE,0
6967-QIQRV,0
1444-VVSGW,0
0310-VQXAM,0
7359-PTSXY,0
9514-JDSKI,0
0979-PHULV,0
3669-LVWZB,0
0564-JJHGS,0
5609-IMCGG,0
3714-JTVOV,0
8120-JDCAM,0
7619-ODSGN,0
0730-KOAVE,0
8436-BJUMM,0
2479-BRAMR,0
5140-FOMCQ,0
0969-RGKCU,0
6585-WCEWR,0
0187-WZNAB,0
0442-TDYUO,0
1357-MVDOZ,0
9674-EHPPG,0
9758-MFWGD,0
4697-LUPSU,0
8513-OLYGY,0
3705-RHRFR,0
0459-SPZHJ,0
1216-BGTSP,0
9602-WCXPI,0
4465-VDKIQ,0
7789-HKSBS,0
7975-TZMLR,0
8374-UULRV,0
8705-DWKTI,0
6870-ZWMNX,0
9620-QJREV,0
8473-VUVJN,0
6292-TOSSS,0
2996-XAUVF,0
9576-ANLXO,0
6331-EWIEB,0
4912-PIGUY,0
5453-AXEPF,0
4589-IUAJB,0
7270-BDIOA,0
1271-SJBGZ,0
3621-CEOVK,0
8108-UXRQN,0
4128-ETESU,0
0139-IVFJG,0
1120-BMWUB,0
4735-BJKOU,0
4098-NAUKP,0
8559-WNQZS,0
0690-SRQID,0
1970-KKFWL,0
3855-ONCAR,0
1269-FOYWN,0
2676-OXPPQ,0
3655-SNQYZ,0
7853-GVUDZ,0
9227-UAQFT,0
0939-EREMR,0
5377-NDTOU,0
5160-UXJED,0
9746-MDMBK,0
9206-GVPEQ,0
3727-RJMEO,0
2538-OIMXF,0
4827-LTQRJ,0
9831-BPFRI,0
3932-IJWDZ,0
1843-TLSGD,0
9094-AZPHK,0
2460-NGXBJ,0
6204-IEUXJ,0
1178-PZGAB,0
7762-URZQH,0
0691-JVSYA,0
1335-HQMKX,0
1761-AEZZR,0
5624-RYAMH,0
5640-CAXOA,0
7067-KSAZT,0
6537-OTKMY,0
8818-DOPVL,0
3026-ATZYV,0
0440-QEXBZ,0
7279-BUYWN,0
6923-JHPMP,0
3955-JBZZM,0
2243-FNMMI,0
0704-VCUMB,0
2150-OEGBV,0
0997-YTLNY,0
3422-WJOYD,0
0719-SYFRB,0
0394-YONDK,0
9734-YWGEX,0
7108-DGVUU,0
2731-GJRDG,0
7322-OCWHC,0
7384-GHBPI,0
7596-IIWYC,0
3336-JORSO,0
5103-MHMHY,0
2796-NNUFI,0
5996-EBTKM,0
7013-PSXHK,0
8016-NCFVO,0
7874-ECPQJ,0
8780-YRMTT,0
7599-FKVXZ,0
2972-YDYUW,0
6728-DKUCO,0
7271-AJDTL,0
7094-MSZAO,0
8645-KWHJO,0
5724-BIDBU,0
5820-PTRYM,0
4018-KJYUY,0
4822-YCXMX,0
7157-SMCFK,0
1563-IWQEX,0
0303-WMMRN,0
4627-MIHJH,0
8610-WFCJF,0
9402-CXWPL,0
6681-ZSEXG,0
2933-FILNV,0
7851-WZEKY,0
6719-FGEDO,0
2481-SBOYW,0
7787-BNTZM,0
4088-YLDSU,0
1333-PBMXB,0
0479-HMSWA,0
8123-QBNAZ,0
6815-ABQFQ,0
0117-LFRMW,0
8034-RYTVV,0
1229-RCALF,0
6288-LBEAR,0
5419-CONWX,0
2190-PHBHR,0
7799-LGRDP,0
3815-SLMEF,0
4376-KFVRS,0
3570-YUEKJ,0
9948-YPTDG,0
6101-IMRMM,0
8246-SHFGA,0
1904-WAJAA,0
3572-UUHRS,0
1106-HRLKZ,0
3556-BVQGL,0
2988-GBIVW,0
4558-FANTW,0
8003-EWNDZ,0
6388-TABGU,0
9436-ZBZCT,0
8406-LNMHF,0
7129-CAKJW,0
9695-IDRZR,0
9798-DRYDS,0
0701-TJSEF,0
2332-TODQS,0
3658-KIBGF,0
0640-YJTPY,0
1335-MXCSE,0
0516-WJVXC,0
1689-YQBYY,0
2834-SPCJV,0
2636-OHFMN,0
7100-FQPRV,0
2108-YKQTY,0
7041-TXQJH,0
9168-INPSZ,0
1728-CXQBE,0
7520-HQWJU,0
0962-CQPWQ,0
4456-RHSNB,0
9895-VFOXH,0
3055-OYMSE,0
1599-MMYRQ,0
9494-BDNNC,0
2856-HYAPG,0
0508-OOLTO,0
9076-AXYIK,0
4234-XTNEA,0
6794-HKIAJ,0
0620-XEFWH,0
0464-WJTKO,0
4118-CEVPF,0
7750-EYXWZ,0
2495-INZWQ,0
5055-BRMNE,0
1301-LOPVR,0
7780-OTDSO,0
0895-LNKRC,0
6651-AZVTJ,0
2361-UPSND,0
0795-LAFGP,0
6689-TCZHQ,0
2000-DHJUY,0
4412-YLTKF,0
5533-NHFRF,0
5002-GCQFH,0
8672-OAUPW,0
2097-YVPKN,0
6584-VQMYT,0
8225-BTJAU,0
9717-QEBGU,0
8348-JLBUG,0
8922-LIEGH,0
1131-ALZWV,0
3137-NYQQI,0
9475-NNDGC,0
8945-GRKHX,0
9220-ZNKJI,0
8917-FAEMR,0
6980-IMXXE,0
9631-RXVJM,0
6682-VCIXC,0
4310-KEDTB,0
2004-OCQXK,0
2237-ZFSMY,0
6497-TILVL,0
0114-IGABW,0
8080-POTJR,0
6894-LFHLY,0
5924-SNGKP,0
8663-UPDGF,0
5373-SFODM,0
2192-OZITF,0
2739-CCZMB,0
2320-TZRRH,0
1455-UGQVH,0
8670-ERCJH,0
4524-QCSSM,0
7926-IJOOU,0
3551-HUAZH,0
9134-WYRVP,0
7018-FPXHH,0
3473-XIIIT,0
1015-JPFYW,0
5149-QYTTU,0
9323-HGFWY,0
3162-KKZXO,0
7145-FEJWU,0
9512-UIBFX,0
6981-TDRFT,0
6583-QGCSI,0
3729-OWRVL,0
6253-WRFHY,0
2273-QCKXA,0
7727-SHVZV,0
9391-YZEJW,0
1485-YDHMM,0
5445-PZWGX,0
8064-RAVOH,0
6416-JNVRK,0
3134-DSHVC,0
5686-CMAWK,0
8996-ZROXE,0
5309-TAIKL,0
4013-GUXND,0
3006-XIMLN,0
7156-MXBJE,0
0885-HMGPY,0
6457-USBER,0
4680-KUTAJ,0
9717-IOAAF,0
1735-XMJVH,0
8514-VZHEB,0
8224-UAXBZ,0
3115-JPJDD,0
2946-KIQSP,0
9778-OGKQZ,0
4536-PLEQY,0
2100-BDNSN,0
3629-ZNKXA,0
3701-SFMUH,0
4418-LZMSV,0
4187-CINZD,0
6100-QQHEB,0
8914-RBTSB,0
4043-MKDTV,0
8208-EUMTE,0
1552-CZCLL,0
2834-JKOOW,0
7752-XUSCI,0
3920-HIHMQ,0
2478-EEWWM,0
1555-DJEQW,0
2674-MIAHT,0
7957-RYHQD,0
5204-QZXPU,0
2498-XLDZR,0
7162-WPHPM,0
2208-UGTGR,0
7103-IPXPJ,0
3506-OVLKD,0
9214-EKVXR,0
0991-BRRFB,0
0945-TSONX,0
7855-DIWPO,0
8644-XYTSV,0
8942-DBMHZ,0
9938-EKRGF,0
9919-KNPOO,0
7665-TOALD,0
8738-JOKAR,0
6952-OMNWB,0
9837-FWLCH,0
7473-ZBDSN,0
8966-SNIZF,0
4855-SNKMY,0
0854-UYHZD,0
9518-IMLHK,0
8749-JMNKX,0
7718-RXDGG,0
0207-MDKNV,0
9643-AVVWI,0
1494-EJZDW,0
4808-YNLEU,0
6581-NQCBA,0
5736-YEJAX,0
6778-YSNIH,0
5396-IZEPB,0
0347-UBKUZ,0
6092-QZVPP,0
1769-GRUIK,0
7305-ZWMAJ,0
5875-YPQFJ,0
5150-LJNSR,0
7176-WRTNX,0
8393-JMVMB,0
1963-VAUKV,0
6961-MJKBO,0
2667-WYLWJ,0
4672-FOTSD,0
6017-PPLPX,0
7945-HLKEA,0
1099-GODLO,0
1732-VHUBQ,0
2546-KZAAT,0
6818-WOBHJ,0
5642-MHDQT,0
4065-JJAVA,0
2800-VEQXM,0
5324-KTGCG,0
6322-PJJDJ,0
0074-HDKDG,0
1035-IPQPU,0
6035-BXTTY,0
4636-TVXVG,0
8681-ICONS,0
1422-DGUBX,0
9680-NIAUV,0
9975-SKRNR,0
8708-XPXHZ,0
3812-LRZIR,0
6859-QNXIQ,0
5153-LXKDT,0
6418-HNFED,0
7017-VFULY,0
5825-XJOCM,0
8337-MSSXB,0
5176-LDKUH,0
9079-LWTFD,0
2694-CIUMO,0
2754-XBHTB,0
1355-KUSBG,0
7486-KSRVI,0
5641-DMBFJ,0
1776-SPBWV,0
1430-SFQSA,0
2839-RFSQE,0
8999-YPYBV,0
6180-YBIQI,0
9419-IPPBE,0
0674-EYYZV,0
3082-WQRVY,0
8084-OIVBS,0
1297-VQDRP,0
1498-NHTLT,0
3836-FZSDJ,0
5647-URDKA,0
2507-QZPQS,0
1166-PQLGG,0
4929-BSTRX,0
1407-DIGZV,0
7234-FECYN,0
9558-IHEZX,0
9391-DXGGG,0
1095-JUDTC,0
4565-NLZBV,0
3865-QBWSJ,0
8338-QIUNR,0
2038-OEQZH,0
9334-GWGOW,0
4115-UMJFQ,0
3227-WLKLI,0
9102-OXKFY,0
9866-QEVEE,0
2077-MPJQO,0
5125-CNDSP,0
2773-MADBQ,0
7825-ECJRF,0
2576-HXMPA,0
3744-ZRRDZ,0
0795-GMVQO,0
1137-DGOWI,0
7216-KAOID,0
4713-LZDRV,0
6635-CPNUN,0
3108-PCCGG,0
4785-FCIFB,0
0253-ZTEOB,0
7328-OWMOM,0
1125-SNVCK,0
8445-DNBAE,0
0967-BMLBD,0
2569-WGERO,0
3370-HXOPH,0
3769-MHZNV,0
9896-UYMIE,0
5802-ADBRC,0
3933-DQPWX,0
2530-ENDWQ,0
4958-GZWIY,0
8165-ZJRNM,0
8975-SKGRX,0
3372-CDXFJ,0
1230-QAJDW,0
0004-TLHLJ,0
3956-CJUST,0
6103-BOCOU,0
5859-HZYLF,0
7359-WWYJV,0
8752-GHJFU,0
6345-ULYRW,0
7690-KPNCU,0
7693-LCKZL,0
6728-CZFEI,0
7995-ZHHNZ,0
8374-XGEJJ,0
6825-UYPFK,0
3669-WHAFY,0
5696-JVVQY,0
2207-NHRJK,0
4097-YODCF,0
5063-IUOKK,0
4000-VGMQP,0
1810-BOHSY,0
1389-CXMLU,0
6856-RAURS,0
6715-OFDBP,0
5018-HEKFO,0
7241-AJHFS,0
5515-RUGKN,0
2227-JRSJX,0
0825-CPPQH,0
5306-BVTKJ,0
4228-ZGYUW,0
2265-CYWIV,0
8286-AFUYI,0
7663-ZTEGJ,0
0356-OBMAC,0
8092-NLTGF,0
5047-LHVLY,0
5848-FHRFC,0
5935-FCCNB,0
2990-OGYTD,0
8292-TYSPY,0
9658-WYUFB,0
2650-GYRYL,0
3810-PJUHR,0
0369-ZGOVK,0
2632-UCGVD,0
1732-FEKLD,0
2239-CGBUZ,0
1078-TDCRN,0
7269-JISCY,0
9488-FYQAU,0
5512-IDZEI,0
5087-SUURX,0
3549-ZTMNH,0
9139-WQQDY,0
3967-VQOGC,0
4664-NJCMS,0
6137-NICCO,0
5044-LRQAQ,0
7569-NMZYQ,0
7047-YXDMZ,0
3373-YZZYM,0
7932-WPTDS,0
3422-GALYP,0
6369-MCAKO,0
1104-TNLZA,0
6135-OZQVA,0
7595-EHCDL,0
0301-FIDRB,0
9962-BFPDU,0
8990-YOZLV,0
9693-XMUOB,0
2499-AJYUA,0
4626-GYCZP,0
1057-FOGLZ,0
6933-FHBZC,0
8441-SHIPE,0
6475-VHUIZ,0
7596-ZYWBB,0
4671-VJLCL,0
6265-SXWBU,0
6047-SUHPR,0
3351-NQLDI,0
9885-AIBVB,0
3640-PHQXK,0
0608-JDVEC,0
7801-KICAO,0
8734-FNWVH,0
8755-IWJHN,0
5117-IFGPS,0
9715-SBVSU,0
6362-QHAFM,0
1866-RZZQS,0
4701-MLJPN,0
0673-IGUQO,0
9661-ACXBS,0
5906-CVLHP,0
0519-DRGTI,0
0461-CVKMU,0
9578-FOMUK,0
0297-RBCSG,0
4646-QZXTF,0
1548-ARAGG,0
9801-GDWGV,0
8474-UMLNT,0
5469-CTCWN,0
4116-IQRFR,0
5146-CBVOE,0
4896-CPRPF,0
4504-YOULA,0
1240-KNSEZ,0
7272-QDCKA,0
1552-TKMXS,0
5458-CQJTA,0
7277-KAMWT,0
3585-YNADK,0
7542-CYDDM,0
3174-RKMOW,0
1167-OYZJF,0
9767-FFLEM,0
8197-BFWVU,0
3445-HXXGF,0
8752-STIVR,0
2107-FBPTK,0
5236-XMZJY,0
3254-YRILK,0
2971-SGAFL,0
2181-TIDSV,0
1680-VDCWW,0
7603-USHJS,0
5914-DVBWJ,0
8869-LIHMK,0
0973-KYVNF,0
1139-WUOAH,0
9391-EOYLI,0
5180-UCIIQ,0
1576-PFZIW,0
8168-UQWWF,0
8750-QWZAJ,0
3533-UVMOM,0
1481-ZUWZA,0
5948-UJZLF,0
7401-JIXNM,0
6917-IAYHD,0
0923-PNFUB,0
9950-MTGYX,0
0816-TSPHQ,0
4803-LBYPN,0
6551-GNYDG,0
0386-CWRGM,0
0780-XNZFN,0
4597-NUCQV,0
3474-BAFSJ,0
3452-SRFEG,0
1971-DTCZB,0
1337-BOZWO,0
2876-GZYZC,0
6077-BDPXA,0
8637-XJIVR,0
2660-EMUBI,0
8183-ONMXC,0
1862-SKORY,0
0336-PIKEI,0
1310-QRITU,0
5985-TBABQ,0
9898-KZQDZ,0
3744-ZBHON,0
4361-FEBGN,0
7452-FOLON,0
2302-OUZXB,0
0137-UDEUO,0
2309-OSFEU,0
5778-BVOFB,0
